;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Column Labels;;;;;;;;;;;;;;;;;;;;;;;;;Column Labels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Average of Availability (%);;;;;;;;;;Average of SLA VSAT;;;;;;;;;;Total Average of Availability (%);Total Average of SLA VSAT;;;;Average of Availability (%);;;;;;;;;;Average of SLA VSAT;;;;;;;;;;Total Average of Availability (%);Total Average of SLA VSAT;;;;;;;;;;;;;
;;;;;6;7;8;9;;;;;;;6;7;8;9;;;;;;;;;;;60;6;7;8;9;;;;;;;6;7;8;9;;;;;;;;;;;;;;;;;;;;;
;;;Site ID;Site Name;;;;22-Feb;23-Feb;24-Feb;25-Feb;26-Feb;27-Feb;28-Feb;;;;22-Feb;23-Feb;24-Feb;25-Feb;26-Feb;27-Feb;28-Feb;;;;Site ID;Site Name;;;;22-Feb;23-Feb;24-Feb;25-Feb;26-Feb;27-Feb;28-Feb;;;;22-Feb;23-Feb;24-Feb;25-Feb;26-Feb;27-Feb;28-Feb;;;;;;;;;;;;;;;
;;;NTT0042;NAEKAKE B;99,63285714;99,16714286;99,12714286;97,17;58,3;73,92;94,74;100;98,83;99,17;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,70;100,00%;;NTT0042;NAEKAKE B;99,63;99,17;99,13;97,17;58,3;73,92;94,74;100;98,83;99,17;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,70;100,00%;;;;;;;;;;;;;
;;;NTT00421;LAI LARA;98,82142857;99,69714286;97,76;100;66,66;68,75;98,17;99,21;99,72;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,66;100,00%;;NTT00421;LAI LARA;98,82;99,70;97,76;100;66,66;68,75;98,17;99,21;99,72;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,66;100,00%;;;;;;;;;;;;;
;;;NTT00428;ONI;99,68428571;99,72285714;99,16857143;89,12;52,72;70,74;97,19;99,82;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,42;100,00%;;NTT00428;ONI;99,68;99,72;99,17;89,12;52,72;70,74;97,19;99,82;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,42;100,00%;;;;;;;;;;;;;
;;;NTT0043;NOELELO;99,5;99,18714286;99,37;97,53;54,16;73,95;95,08;100;99,76;99,1;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,64;100,00%;;NTT0043;NOELELO;99,50;99,19;99,37;97,53;54,16;73,95;95,08;100;99,76;99,1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,64;100,00%;;;;;;;;;;;;;
;;;NTT00436;TANGLAPUI;99,52857143;99,99571429;88,10714286;0;0;73,95;95,83;34,37;38,53;100;1;1;0,888392857;21,88%;35,42%;100,00%;100,00%;35,42%;39,58%;100,00%;84,15;87,65%;;NTT00436;TANGLAPUI;99,53;100,00;88,11;0;0;73,95;95,83;34,37;38,53;100;100,00%;100,00%;88,84%;21,88%;35,42%;100,00%;100,00%;35,42%;39,58%;100,00%;84,15;87,65%;;;;;;;;;;;;;
;;;NTT00437;NAILANG;99,80142857;99,88571429;99,28142857;98,62;53,85;74,97;95,25;99,66;99,97;99,96;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,97;100,00%;;NTT00437;NAILANG;99,80;99,89;99,28;98,62;53,85;74,97;95,25;99,66;99,97;99,96;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,97;100,00%;;;;;;;;;;;;;
;;;NTT00446;CUNCA WULANG;99,35285714;99,74428571;99,74;99,8;58,33;70,83;95,07;99,51;99,94;99,73;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,97;100,00%;;NTT00446;CUNCA WULANG;99,35;99,74;99,74;99,8;58,33;70,83;95,07;99,51;99,94;99,73;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,97;100,00%;;;;;;;;;;;;;
;;;NTT00448;SERAYA MARANNU;99,90142857;99,83428571;99,63;98,67;54,16;75;96,22;100;99,97;99,79;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,12;100,00%;;NTT00448;SERAYA MARANNU;99,90;99,83;99,63;98,67;54,16;75;96,22;100;99,97;99,79;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,12;100,00%;;;;;;;;;;;;;
;;;NTT00449;REHAK;94,81428571;97,97142857;91,59857143;100;50;70,77;93,8;77,2;72,91;92,89;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;91,01;100,00%;;NTT00449;REHAK;94,81;97,97;91,60;100;50;70,77;93,8;77,2;72,91;92,89;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;91,01;100,00%;;;;;;;;;;;;;
;;;NTT00450;GOLO RATUNG;99,76285714;99,44;99,50857143;98,61;61,8;66,88;94,92;99,65;99,14;99,2;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,83;100,00%;;NTT00450;GOLO RATUNG;99,76;99,44;99,51;98,61;61,8;66,88;94,92;99,65;99,14;99,2;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,83;100,00%;;;;;;;;;;;;;
;;;NTT00455;GOLO LARONG;99,93857143;99,83857143;99,57857143;98,69;54,16;75;95,76;100;99,97;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,11;100,00%;;NTT00455;GOLO LARONG;99,94;99,84;99,58;98,69;54,16;75;95,76;100;99,97;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,11;100,00%;;;;;;;;;;;;;
;;;NTT00457;SUKA KIONG;99,88142857;99,80714286;99,24857143;98,45;58,23;70,71;97,26;100;99,97;99,79;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,03;100,00%;;NTT00457;SUKA KIONG;99,88;99,81;99,25;98,45;58,23;70,71;97,26;100;99,97;99,79;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,03;100,00%;;;;;;;;;;;;;
;;;NTT00458;WAE LOLOS;99,04571429;99,36;99,69;100;54,16;67,7;93,72;99,94;95,72;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,35;100,00%;;NTT00458;WAE LOLOS;99,05;99,36;99,69;100;54,16;67,7;93,72;99,94;95,72;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,35;100,00%;;;;;;;;;;;;;
;;;NTT00459;MATA WAE;99,14142857;99,78857143;97,73571429;99,97;66,66;71,71;97,15;99,85;99,92;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,85;100,00%;;NTT00459;MATA WAE;99,14;99,79;97,74;99,97;66,66;71,71;97,15;99,85;99,92;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,85;100,00%;;;;;;;;;;;;;
;;;NTT00460;PENGKA;99,30714286;99,59428571;99,32571429;96,68;61,83;71,37;95,71;100;99,93;99,2;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,87;100,00%;;NTT00460;PENGKA;99,31;99,59;99,33;96,68;61,83;71,37;95,71;100;99,93;99,2;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,87;100,00%;;;;;;;;;;;;;
;;;NTT00464;WATU PANGGAL;99,90142857;99,63;99,53714286;99,66;66,35;72,6;96,9;100;99,95;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,46;100,00%;;NTT00464;WATU PANGGAL;99,90;99,63;99,54;99,66;66,35;72,6;96,9;100;99,95;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,46;100,00%;;;;;;;;;;;;;
;;;NTT00465;GOLO SENGANG;99,93285714;99,75142857;99,59857143;99,7;58,22;72,91;96,87;100;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,24;100,00%;;NTT00465;GOLO SENGANG;99,93;99,75;99,60;99,7;58,22;72,91;96,87;100;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,24;100,00%;;;;;;;;;;;;;
;;;NTT00470;NGALUROGA;99,73857143;99,43571429;99,55285714;98,93;53,36;73,93;95,72;99,89;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,89;100,00%;;NTT00470;NGALUROGA;99,74;99,44;99,55;98,93;53,36;73,93;95,72;99,89;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,89;100,00%;;;;;;;;;;;;;
;;;NTT00471;WAKA;99,89571429;99,7;99,63714286;98,9;54,16;72,45;95,7;99,82;99,26;98,08;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,89;100,00%;;NTT00471;WAKA;99,90;99,70;99,64;98,9;54,16;72,45;95,7;99,82;99,26;98,08;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,89;100,00%;;;;;;;;;;;;;
;;;NTT00472;TIWU TEWA;55,58857143;20,82285714;15,48714286;0;0;4,12;21,23;38,43;54,27;68,37;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;29,63;100,00%;;NTT00472;TIWU TEWA;55,59;20,82;15,49;0;0;4,12;21,23;38,43;54,27;68,37;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;29,63;100,00%;;;;;;;;;;;;;
;;;NTT00473;NILA;99,68285714;99,80571429;99,97285714;98,95;54,16;72,91;95,83;100;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,07;100,00%;;NTT00473;NILA;99,68;99,81;99,97;98,95;54,16;72,91;95,83;100;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,07;100,00%;;;;;;;;;;;;;
;;;NTT00477;MBULIWARALAU;99,70285714;99,77857143;99,72428571;99,97;62,12;72,55;97,72;99,95;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,38;100,00%;;NTT00477;MBULIWARALAU;99,70;99,78;99,72;99,97;62,12;72,55;97,72;99,95;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,38;100,00%;;;;;;;;;;;;;
;;;NTT00480;DETUPERA;99,59428571;99,40142857;99,33571429;98,15;54,16;73,93;95,78;99,69;99,89;99,66;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,77;100,00%;;NTT00480;DETUPERA;99,59;99,40;99,34;98,15;54,16;73,93;95,78;99,69;99,89;99,66;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,77;100,00%;;;;;;;;;;;;;
;;;NTT00483;NIDA;99,03285714;98,98142857;98,98285714;96,85;57,67;73,95;97,18;99,78;99,62;99,87;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,57;100,00%;;NTT00483;NIDA;99,03;98,98;98,98;96,85;57,67;73,95;97,18;99,78;99,62;99,87;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,57;100,00%;;;;;;;;;;;;;
;;;NTT00484;OTOGEDU;99,33142857;53,95285714;0;0;0;42,63;96,82;100;99,92;99,84;1;0,543154762;0;0,00%;0,00%;59,38%;100,00%;100,00%;100,00%;100,00%;54,01;54,99%;;NTT00484;OTOGEDU;99,33;53,95;0,00;0;0;42,63;96,82;100;99,92;99,84;100,00%;54,32%;0,00%;0,00%;0,00%;59,38%;100,00%;100,00%;100,00%;100,00%;54,01;54,99%;;;;;;;;;;;;;
;;;NTT00485;NIRA NUSA;99,46714286;99,60428571;98,93714286;95,77;58,15;73,95;96,87;100;99,68;99,7;1;1;0,998511905;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,79;99,96%;;NTT00485;NIRA NUSA;99,47;99,60;98,94;95,77;58,15;73,95;96,87;100;99,68;99,7;100,00%;100,00%;99,85%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,79;99,96%;;;;;;;;;;;;;
;;;NTT00486;FATAMARI;99,42;99,50714286;99,32714286;98,44;57,51;73,78;96,69;100;99,82;99,82;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,92;100,00%;;NTT00486;FATAMARI;99,42;99,51;99,33;98,44;57,51;73,78;96,69;100;99,82;99,82;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,92;100,00%;;;;;;;;;;;;;
;;;NTT0054;KELAISI BARAT;99,83;99,71428571;99,48428571;98,22;61,81;75;96,61;100;99,72;99,83;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,30;100,00%;;NTT0054;KELAISI BARAT;99,83;99,71;99,48;98,22;61,81;75;96,61;100;99,72;99,83;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,30;100,00%;;;;;;;;;;;;;
;;;NTT0055;KUNEMAN;99,75857143;99,28571429;98,97571429;99,48;58,08;59,06;95,79;100;99,94;99,92;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,37;100,00%;;NTT0055;KUNEMAN;99,76;99,29;98,98;99,48;58,08;59,06;95,79;100;99,94;99,92;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,37;100,00%;;;;;;;;;;;;;
;;;NTT00560;PALILOLON;82,98285714;0;0;0;0;0;0;0;0;0;0,849702381;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;20,75;21,24%;;NTT00560;PALILOLON;82,98;0,00;0,00;0;0;0;0;0;0;0;84,97%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;20,75;21,24%;;;;;;;;;;;;;
;;;NTT00561;BABOKERONG;99,82142857;99,76285714;99,14428571;99,66;61,69;72,67;96,16;99,59;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,17;100,00%;;NTT00561;BABOKERONG;99,82;99,76;99,14;99,66;61,69;72,67;96,16;99,59;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,17;100,00%;;;;;;;;;;;;;
;;;NTT00562;AULESA;99,98428571;99,93285714;99,99142857;99,65;50;65,56;92,7;100;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,69;100,00%;;NTT00562;AULESA;99,98;99,93;99,99;99,65;50;65,56;92,7;100;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,69;100,00%;;;;;;;;;;;;;
;;;NTT00563;LIWULAGANG;99,86;99,81142857;99,28;98,61;55,62;74,54;97,56;99,56;99,63;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,08;100,00%;;NTT00563;LIWULAGANG;99,86;99,81;99,28;98,61;55,62;74,54;97,56;99,56;99,63;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,08;100,00%;;;;;;;;;;;;;
;;;NTT00564;NORMAL;99,98571429;99,94857143;99,99571429;98,95;58,33;75;96,87;100;99,37;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,43;100,00%;;NTT00564;NORMAL;99,99;99,95;100,00;98,95;58,33;75;96,87;100;99,37;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,43;100,00%;;;;;;;;;;;;;
;;;NTT00565;ATAWAI;99,82857143;99,86142857;99,31142857;98,64;59,74;74,7;95,21;99,56;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,17;100,00%;;NTT00565;ATAWAI;99,83;99,86;99,31;98,64;59,74;74,7;95,21;99,56;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,17;100,00%;;;;;;;;;;;;;
;;;NTT0057;SILAIPUI;99,85142857;99,66142857;99,58142857;99,58;58,33;71,87;95,79;100;99,95;99,92;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,11;100,00%;;NTT0057;SILAIPUI;99,85;99,66;99,58;99,58;58,33;71,87;95,79;100;99,95;99,92;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,11;100,00%;;;;;;;;;;;;;
;;;NTT0058;TAMANAPUI;99,79857143;99,60571429;99,23571429;97,72;58,14;73,95;95,83;100;99,87;99,77;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,99;100,00%;;NTT0058;TAMANAPUI;99,80;99,61;99,24;97,72;58,14;73,95;95,83;100;99,87;99,77;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,99;100,00%;;;;;;;;;;;;;
;;;NTT00587;DOLULOLONG;99,99571429;99,98857143;99,98714286;98,95;58,33;73,95;96,87;99,64;100;99,8;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,41;100,00%;;NTT00587;DOLULOLONG;100,00;99,99;99,99;98,95;58,33;73,95;96,87;99,64;100;99,8;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,41;100,00%;;;;;;;;;;;;;
;;;NTT00588;WATOKOBU;100;99,99571429;99,98714286;100;58,33;72,91;86,45;100;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,06;100,00%;;NTT00588;WATOKOBU;100,00;100,00;99,99;100;58,33;72,91;86,45;100;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,06;100,00%;;;;;;;;;;;;;
;;;NTT0059;LELLA;99,84285714;99,85142857;99,16142857;98,53;53,83;72,89;85,82;99,65;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,53;100,00%;;NTT0059;LELLA;99,84;99,85;99,16;98,53;53,83;72,89;85,82;99,65;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,53;100,00%;;;;;;;;;;;;;
;;;NTT00594;PARALANDO;99,60571429;99,95857143;99,54142857;96,59;57,61;71,85;97,78;99,93;100;99,86;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,05;100,00%;;NTT00594;PARALANDO;99,61;99,96;99,54;96,59;57,61;71,85;97,78;99,93;100;99,86;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,05;100,00%;;;;;;;;;;;;;
;;;NTT00595;WATU BAUR;99,94571429;99,72857143;99,36;97,67;61,81;71,85;95,71;99,95;100;99,97;1;1;0,998511905;98,96%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,15;99,93%;;NTT00595;WATU BAUR;99,95;99,73;99,36;97,67;61,81;71,85;95,71;99,95;100;99,97;100,00%;100,00%;99,85%;98,96%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,15;99,93%;;;;;;;;;;;;;
;;;NTT00598;MOCOK;99,95571429;99,96857143;99,67428571;99,97;53,79;73,32;98,82;99,89;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,25;100,00%;;NTT00598;MOCOK;99,96;99,97;99,67;99,97;53,79;73,32;98,82;99,89;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,25;100,00%;;;;;;;;;;;;;
;;;NTT00599;LEMBUR TIMUR;99,84285714;99,63857143;99,25714286;97,22;57,6;67,7;94,73;100;99,8;99,69;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,71;100,00%;;NTT00599;LEMBUR TIMUR;99,84;99,64;99,26;97,22;57,6;67,7;94,73;100;99,8;99,69;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,71;100,00%;;;;;;;;;;;;;
;;;NTT0060;TANGLAPUI TIMUR;99,99571429;99,96428571;88,07571429;33,05;58,33;71,87;95,83;100;100;100;1;1;0,889880952;22,92%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;91,98;94,49%;;NTT0060;TANGLAPUI TIMUR;100,00;99,96;88,08;33,05;58,33;71,87;95,83;100;100;100;100,00%;100,00%;88,99%;22,92%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;91,98;94,49%;;;;;;;;;;;;;
;;;NTT00600;ELOK;99,93285714;99,71;100;100;54,16;73,95;96,87;100;76,25;0;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;92,71%;100,00%;92,81;99,74%;;NTT00600;ELOK;99,93;99,71;100,00;100;54,16;73,95;96,87;100;76,25;0;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;92,71%;100,00%;92,81;99,74%;;;;;;;;;;;;;
;;;NTT00602;KENARIMBALA;99,94142857;99,80857143;100;100;62,5;73,95;97,91;100;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,59;100,00%;;NTT00602;KENARIMBALA;99,94;99,81;100,00;100;62,5;73,95;97,91;100;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,59;100,00%;;;;;;;;;;;;;
;;;NTT00605;TARAMANA;99,81142857;99,85285714;99,25714286;98,62;57,92;69,76;95,1;99,65;100;99,93;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,91;100,00%;;NTT00605;TARAMANA;99,81;99,85;99,26;98,62;57,92;69,76;95,1;99,65;100;99,93;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,91;100,00%;;;;;;;;;;;;;
;;;NTT00606;MAUSAMANG;99,84285714;77,94571429;99,15;98,64;57,9;69,76;96,26;99,91;100;99,88;1;0,788690476;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;91,46;94,72%;;NTT00606;MAUSAMANG;99,84;77,95;99,15;98,64;57,9;69,76;96,26;99,91;100;99,88;100,00%;78,87%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;91,46;94,72%;;;;;;;;;;;;;
;;;NTT0061;LIPPANG;99,85;97,44571429;99,03714286;98,69;62,11;71,85;96,22;99,64;100;100;1;0,982142857;0,998511905;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,53;99,52%;;NTT0061;LIPPANG;99,85;97,45;99,04;98,69;62,11;71,85;96,22;99,64;100;100;100,00%;98,21%;99,85%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,53;99,52%;;;;;;;;;;;;;
;;;NTT00616;WOLOKOTA;97,99714286;89,92857143;98,65857143;98,95;58,33;65,84;95,83;100;100;100;0,994047619;0,925595238;0,995535714;100,00%;96,88%;94,79%;100,00%;100,00%;100,00%;100,00%;93,75;97,58%;;NTT00616;WOLOKOTA;98,00;89,93;98,66;98,95;58,33;65,84;95,83;100;100;100;99,40%;92,56%;99,55%;100,00%;96,88%;94,79%;100,00%;100,00%;100,00%;100,00%;93,75;97,58%;;;;;;;;;;;;;
;;;NTT0062;KALONDAMA;99,83857143;99,77285714;99,31428571;99,71;60,94;71,84;95,46;99,56;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,14;100,00%;;NTT0062;KALONDAMA;99,84;99,77;99,31;99,71;60,94;71,84;95,46;99,56;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,14;100,00%;;;;;;;;;;;;;
;;;NTT00620;KIRAMAN;99,83;99,07714286;99,25428571;98,53;55,76;70,76;94,14;99,63;100;100;1;0,995535714;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,64;99,89%;;NTT00620;KIRAMAN;99,83;99,08;99,25;98,53;55,76;70,76;94,14;99,63;100;100;100,00%;99,55%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,64;99,89%;;;;;;;;;;;;;
;;;NTT00622;AIR MANCUR;99,60428571;99,73714286;99,11714286;98,63;61,43;70,8;96,19;99,66;98,73;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,95;100,00%;;NTT00622;AIR MANCUR;99,60;99,74;99,12;98,63;61,43;70,8;96,19;99,66;98,73;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,95;100,00%;;;;;;;;;;;;;
;;;NTT00624;REKA;99,75;94,16;96,64285714;98,93;58,33;68,03;84,14;86,57;41,76;71,55;1;1;0,991071429;100,00%;100,00%;100,00%;100,00%;100,00%;63,54%;73,96%;90,83;97,54%;;NTT00624;REKA;99,75;94,16;96,64;98,93;58,33;68,03;84,14;86,57;41,76;71,55;100,00%;100,00%;99,11%;100,00%;100,00%;100,00%;100,00%;100,00%;63,54%;73,96%;90,83;97,54%;;;;;;;;;;;;;
;;;NTT00625;NIRAMESI;76,19571429;99,93;99,69571429;97,89;57,48;70,8;95,71;99,81;100;100;0,99702381;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;91,16;99,93%;;NTT00625;NIRAMESI;76,20;99,93;99,70;97,89;57,48;70,8;95,71;99,81;100;100;99,70%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;91,16;99,93%;;;;;;;;;;;;;
;;;NTT00630;LIKANAKA;99,79142857;99,63428571;99,33857143;97,27;61,49;69,79;95,83;100;99,86;99,89;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,98;100,00%;;NTT00630;LIKANAKA;99,79;99,63;99,34;97,27;61,49;69,79;95,83;100;99,86;99,89;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,98;100,00%;;;;;;;;;;;;;
